id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kode_bulan,nama_bulan,jumlah_ritasi_sampah,satuan,tahun
284,32,JAWA BARAT,3204,KABUPATEN BANDUNG,2,FEBRUARI,1861,RIT,2022
285,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3,MARET,2062,RIT,2022
286,32,JAWA BARAT,3204,KABUPATEN BANDUNG,4,APRIL,1939,RIT,2022
287,32,JAWA BARAT,3204,KABUPATEN BANDUNG,5,MEI,1701,RIT,2022
288,32,JAWA BARAT,3204,KABUPATEN BANDUNG,6,JUNI,2065,RIT,2022
289,32,JAWA BARAT,3204,KABUPATEN BANDUNG,7,JULI,2090,RIT,2022
290,32,JAWA BARAT,3204,KABUPATEN BANDUNG,8,AGUSTUS,2025,RIT,2022
291,32,JAWA BARAT,3204,KABUPATEN BANDUNG,9,SEPTEMBER,1981,RIT,2022
292,32,JAWA BARAT,3204,KABUPATEN BANDUNG,10,OKTOBER,2228,RIT,2022
293,32,JAWA BARAT,3204,KABUPATEN BANDUNG,11,NOVEMBER,2430,RIT,2022
294,32,JAWA BARAT,3204,KABUPATEN BANDUNG,12,DESEMBER,2459,RIT,2022
295,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,1,JANUARI,1338,RIT,2022
296,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,2,FEBRUARI,1255,RIT,2022
297,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,3,MARET,1410,RIT,2022
298,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,4,APRIL,1406,RIT,2022
299,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,5,MEI,1298,RIT,2022
300,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,6,JUNI,1339,RIT,2022
301,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,7,JULI,1398,RIT,2022
302,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,8,AGUSTUS,1273,RIT,2022
303,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,9,SEPTEMBER,1232,RIT,2022
304,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,10,OKTOBER,1199,RIT,2022
305,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,11,NOVEMBER,1266,RIT,2022
306,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,12,DESEMBER,1242,RIT,2022
307,32,JAWA BARAT,3273,KOTA BANDUNG,1,JANUARI,7247,RIT,2022
308,32,JAWA BARAT,3273,KOTA BANDUNG,2,FEBRUARI,6664,RIT,2022
309,32,JAWA BARAT,3273,KOTA BANDUNG,3,MARET,7403,RIT,2022
310,32,JAWA BARAT,3273,KOTA BANDUNG,4,APRIL,7288,RIT,2022
311,32,JAWA BARAT,3273,KOTA BANDUNG,5,MEI,7054,RIT,2022
312,32,JAWA BARAT,3273,KOTA BANDUNG,6,JUNI,7367,RIT,2022
313,32,JAWA BARAT,3273,KOTA BANDUNG,7,JULI,7600,RIT,2022
314,32,JAWA BARAT,3273,KOTA BANDUNG,8,AGUSTUS,7769,RIT,2022
315,32,JAWA BARAT,3273,KOTA BANDUNG,9,SEPTEMBER,7422,RIT,2022
316,32,JAWA BARAT,3273,KOTA BANDUNG,10,OKTOBER,6580,RIT,2022
317,32,JAWA BARAT,3273,KOTA BANDUNG,11,NOVEMBER,7709,RIT,2022
318,32,JAWA BARAT,3273,KOTA BANDUNG,12,DESEMBER,7512,RIT,2022
319,32,JAWA BARAT,3277,KOTA CIMAHI,1,JANUARI,1390,RIT,2022
320,32,JAWA BARAT,3277,KOTA CIMAHI,2,FEBRUARI,1251,RIT,2022
321,32,JAWA BARAT,3277,KOTA CIMAHI,3,MARET,1388,RIT,2022
322,32,JAWA BARAT,3277,KOTA CIMAHI,4,APRIL,1374,RIT,2022
323,32,JAWA BARAT,3277,KOTA CIMAHI,5,MEI,1307,RIT,2022
324,32,JAWA BARAT,3277,KOTA CIMAHI,6,JUNI,1359,RIT,2022
325,32,JAWA BARAT,3277,KOTA CIMAHI,7,JULI,1412,RIT,2022
326,32,JAWA BARAT,3277,KOTA CIMAHI,8,AGUSTUS,1400,RIT,2022
327,32,JAWA BARAT,3277,KOTA CIMAHI,9,SEPTEMBER,1338,RIT,2022
328,32,JAWA BARAT,3277,KOTA CIMAHI,10,OKTOBER,1189,RIT,2022
329,32,JAWA BARAT,3277,KOTA CIMAHI,11,NOVEMBER,1398,RIT,2022
330,32,JAWA BARAT,3277,KOTA CIMAHI,12,DESEMBER,1383,RIT,2022
331,32,JAWA BARAT,3204,KABUPATEN BANDUNG,1,JANUARI,2193,RIT,2023
332,32,JAWA BARAT,3204,KABUPATEN BANDUNG,2,FEBRUARI,2158,RIT,2023
333,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3,MARET,2397,RIT,2023
334,32,JAWA BARAT,3204,KABUPATEN BANDUNG,4,APRIL,1927,RIT,2023
335,32,JAWA BARAT,3204,KABUPATEN BANDUNG,5,MEI,2442,RIT,2023
336,32,JAWA BARAT,3204,KABUPATEN BANDUNG,6,JUNI,2431,RIT,2023
337,32,JAWA BARAT,3204,KABUPATEN BANDUNG,7,JULI,2460,RIT,2023
338,32,JAWA BARAT,3204,KABUPATEN BANDUNG,8,AGUSTUS,1693,RIT,2023
339,32,JAWA BARAT,3204,KABUPATEN BANDUNG,9,SEPTEMBER,2440,RIT,2023
340,32,JAWA BARAT,3204,KABUPATEN BANDUNG,10,OKTOBER,1596,RIT,2023
341,32,JAWA BARAT,3204,KABUPATEN BANDUNG,11,NOVEMBER,2053,RIT,2023
342,32,JAWA BARAT,3204,KABUPATEN BANDUNG,12,DESEMBER,2245,RIT,2023
343,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,1,JANUARI,1161,RIT,2023
344,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,2,FEBRUARI,1124,RIT,2023
345,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,3,MARET,1366,RIT,2023
346,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,4,APRIL,1059,RIT,2023
347,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,5,MEI,1346,RIT,2023
348,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,6,JUNI,1247,RIT,2023
349,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,7,JULI,1303,RIT,2023
350,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,8,AGUSTUS,889,RIT,2023
351,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,9,SEPTEMBER,1215,RIT,2023
352,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,10,OKTOBER,1192,RIT,2023
353,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,11,NOVEMBER,1087,RIT,2023
354,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,12,DESEMBER,1192,RIT,2023
355,32,JAWA BARAT,3273,KOTA BANDUNG,1,JANUARI,6356,RIT,2023
356,32,JAWA BARAT,3273,KOTA BANDUNG,2,FEBRUARI,6826,RIT,2023
357,32,JAWA BARAT,3273,KOTA BANDUNG,3,MARET,7174,RIT,2023
358,32,JAWA BARAT,3273,KOTA BANDUNG,4,APRIL,5887,RIT,2023
359,32,JAWA BARAT,3273,KOTA BANDUNG,5,MEI,6918,RIT,2023
360,32,JAWA BARAT,3273,KOTA BANDUNG,6,JUNI,7543,RIT,2023
361,32,JAWA BARAT,3273,KOTA BANDUNG,7,JULI,7956,RIT,2023
362,32,JAWA BARAT,3273,KOTA BANDUNG,8,AGUSTUS,5386,RIT,2023
363,32,JAWA BARAT,3273,KOTA BANDUNG,9,SEPTEMBER,4921,RIT,2023
364,32,JAWA BARAT,3273,KOTA BANDUNG,10,OKTOBER,4608,RIT,2023
365,32,JAWA BARAT,3273,KOTA BANDUNG,11,NOVEMBER,5659,RIT,2023
366,32,JAWA BARAT,3273,KOTA BANDUNG,12,DESEMBER,5865,RIT,2023
367,32,JAWA BARAT,3277,KOTA CIMAHI,1,JANUARI,1275,RIT,2023
368,32,JAWA BARAT,3277,KOTA CIMAHI,2,FEBRUARI,1297,RIT,2023
369,32,JAWA BARAT,3277,KOTA CIMAHI,3,MARET,1333,RIT,2023
370,32,JAWA BARAT,3277,KOTA CIMAHI,4,APRIL,1149,RIT,2023
371,32,JAWA BARAT,3277,KOTA CIMAHI,5,MEI,1395,RIT,2023
372,32,JAWA BARAT,3277,KOTA CIMAHI,6,JUNI,1382,RIT,2023
373,32,JAWA BARAT,3277,KOTA CIMAHI,7,JULI,1471,RIT,2023
374,32,JAWA BARAT,3277,KOTA CIMAHI,8,AGUSTUS,987,RIT,2023
375,32,JAWA BARAT,3277,KOTA CIMAHI,9,SEPTEMBER,809,RIT,2023
376,32,JAWA BARAT,3277,KOTA CIMAHI,10,OKTOBER,1041,RIT,2023
377,32,JAWA BARAT,3277,KOTA CIMAHI,11,NOVEMBER,925,RIT,2023
378,32,JAWA BARAT,3277,KOTA CIMAHI,12,DESEMBER,1121,RIT,2023
